,RegionName,NAME,CS,Latitude,Longitude
2061378,49420,"Yakima, WA","[-0.32713701855015237 -0.32713701855015237 -0.32713701855015237
 -0.32713701855015237 -0.32713701855015237 -2.8877537415811454
 1.4331797301718219 -0.8481394344485553 -0.2467163495175964
 -0.8094430141703588]",46.616199,-120.46481
2067642,49700,"Yuba City, CA","[0.535347808687453 0.535347808687453 0.535347808687453 0.535347808687453
 0.535347808687453 -1.1770616011311752 -0.060745407604375634
 0.6621662192792985 -0.025894838956499293 1.2778207696128392]",38.727451,-121.45433
2075994,49740,"Yuma, AZ","[0.5355200036266077 0.5355200036266077 0.5355200036266077
 0.5355200036266077 0.5355200036266077 -2.7256881703806233
 0.39276758064911277 -1.3470979266550462 -0.8242993733267572
 -0.2674812252431997]",32.921712,-113.45703
2078865,49780,"Zanesville, OH","[-0.23446175227648086 -0.23446175227648086 -0.23446175227648086
 -0.23446175227648086 -0.23446175227648086 0.01141925433932957
 0.5661696055695644 1.0922224104900897 -0.852679602677039
 -0.5340180548284248]",40.017096,-82.34322
2084607,26140,"Homosassa Springs, FL","[0.5752526087388298 0.5752526087388298 0.5752526087388298
 0.5752526087388298 0.5752526087388298 -0.13263903117224637
 -0.38087222284213196 1.09253484546645 -0.8454225577290218
 1.401105860154485]",28.867027,-82.572703
2089287,43620,"Sioux Falls, SD","[-3.4600704217316993 -3.4600704217316993 -3.4600704217316993
 -3.4600704217316993 -3.4600704217316993 0.8577616817198417
 1.1263915322356386 1.9170897479259086 0.7644751099355965
 2.2490660221240732]",42.974216,-96.63848
2102287,22420,"Flint, MI","[0.566914812678948 0.566914812678948 0.566914812678948 0.566914812678948
 0.566914812678948 0.5516378250077413 -1.5413319280789999
 1.7067099118272475 -0.7157028792832129 -0.5772328920518757]",42.940019,-83.536923
2112091,16180,"Carson City, NV","[6.470726720929914 6.470726720929914 6.470726720929914 6.470726720929914
 6.470726720929914 -0.2766973166838223 0.6462013093790038
 -0.5791793019572384 0.5097009962248472 1.4651056357830043]",39.147877,-119.74536
2113597,16580,"Champaign-Urbana, IL","[0.21890482113159204 0.21890482113159204 0.21890482113159204
 0.21890482113159204 0.21890482113159204 1.2359146811877288
 0.7529102477915894 2.313112349846051 0.23147107652139912
 2.166659240420324]",40.987824,-88.23737
2128155,21060,"Elizabethtown, KY","[-0.2288633785651532 -0.2288633785651532 -0.2288633785651532
 -0.2288633785651532 -0.2288633785651532 0.19149211122880014
 0.4461220498554058 1.3594054220283307 0.19142773921894665
 1.2054111722177456]",37.656291,-85.58099
2134179,24580,"Green Bay, WI","[0.00466620413200619 0.00466620413200619 0.00466620413200619
 0.00466620413200619 0.00466620413200619 0.6056596820745819
 2.1534650644567743 2.174160207924389 0.6390319044055837
 1.4874090646026388]",44.788898,-88.04535
2144972,30140,"Lebanon, PA","[0.08081927326590105 0.08081927326590105 0.08081927326590105
 0.08081927326590105 0.08081927326590105 -0.2947046023727709
 2.353544323980372 1.3292900853880536 0.7401121733243957
 1.7407412144302883]",40.347757,-76.53498
2150745,13740,"Billings, MT","[0.13893344943617242 0.13893344943617242 0.13893344943617242
 0.13893344943617242 0.13893344943617242 1.2539219668766775
 0.4461220498554058 1.0031255679432651 0.4417957899255427
 1.6414336673925929]",45.932174,-108.68933
2157225,24500,"Great Falls, MT","[0.10200318132288053 0.10200318132288053 0.10200318132288053
 0.10200318132288053 0.10200318132288053 0.4796086822519546
 0.45946066715697875 0.8353755342726861 -0.533110444787564
 1.0793783988354295]",47.509157,-111.27408
2162265,33540,"Missoula, MT","[0.30789201082536977 0.30789201082536977 0.30789201082536977
 0.30789201082536977 0.30789201082536977 1.6500822520335132
 1.4865341993781147 0.08206580352805237 -0.03250393346272931
 1.5289755239818816]",46.855423,-114.01229
2166585,18980,"Cullman, AL","[0.31013298866415967 0.31013298866415967 0.31013298866415967
 0.31013298866415967 0.31013298866415967 -0.6008284590848688
 1.2597777052513706 0.7699838527199045 -1.1091383875364351
 1.0765221614817584]",34.323715,-86.49278000000002
2171365,16220,"Casper, WY","[0.21493144621594384 0.21493144621594384 0.21493144621594384
 0.21493144621594384 0.21493144621594384 0.7677252532751064
 1.1797460014419314 0.5986146376497341 1.1248651456576688
 2.4759961283141134]",42.896822,-106.29798999999998
2173972,16940,"Cheyenne, WY","[-0.0537539959632818 -0.0537539959632818 -0.0537539959632818
 -0.0537539959632818 -0.0537539959632818 1.0018199672314176
 0.9529895073151873 1.2289490605359201 1.0815820561462801
 2.1521837787902394]",41.141281,-104.80208
2177527,11260,"Anchorage, AK","[-0.012524516761004032 -0.012524516761004032 -0.012524516761004032
 -0.012524516761004032 -0.012524516761004032 1.0558418242982583
 0.6462013093790038 0.15462864762011397 3.3237497649069034
 1.8814877601371194]",61.216799,-149.87828000000005
2184983,21820,"Fairbanks, AK","[0.5980962646757065 0.5980962646757065 0.5980962646757065
 0.5980962646757065 0.5980962646757065 1.289936538254572
 3.1405227447731905 0.6380384006962594 2.6816308770957322
 2.5294629608358385]",64.83507,-147.72045
2188012,16500,"Centralia, WA","[0.3555055582638859 0.3555055582638859 0.3555055582638859
 0.3555055582638859 0.3555055582638859 -0.06060988841645712
 2.1668036817583474 0.9005485704952444 -0.37825028920040954
 -0.2713715978661324]",46.75523,-122.01543999999998
2193537,13900,"Bismarck, ND","[-2.7112655936943297 -2.7112655936943297 -2.7112655936943297
 -2.7112655936943297 -2.7112655936943297 1.1278709670540474
 1.1263915322356386 2.2841502330890933 2.097049988515269
 2.7359987221830186]",47.483877,-100.48694
